id,eventType,milestoneId,milestoneValue,title,rewardDesc,reward1,reward2,reward3,reward4
91,9,12,500,Số lần sáng tác 500,"Huy hiệu Diễn Xuất trung cấp x6,Huy hiệu Cuốn Hút trung cấp x6,Cát xê,Fans","[[100,44,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]"
92,9,13,600,Số lần sáng tác 600,"Huy hiệu Diễn Xuất trung cấp x7,Huy hiệu Cuốn Hút trung cấp x7,Cát xê,Fans","[[100,44,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]"
93,9,14,700,Số lần sáng tác 700,"Huy hiệu Diễn Xuất trung cấp x8,Huy hiệu Cuốn Hút trung cấp x8,Cát xê,Fans","[[100,44,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]"
94,9,15,800,Số lần sáng tác 800,"Huy hiệu Diễn Xuất trung cấp x9,Huy hiệu Cuốn Hút trung cấp x9,Cát xê,Fans","[[100,44,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]"
95,9,16,1000,Số lần sáng tác 1000,"Huy hiệu Diễn Xuất trung cấp x12,Huy hiệu Cuốn Hút trung cấp x12,Cát xê,Fans","[[100,44,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]"
96,10,1,10,Số lần cày view 10,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
97,10,2,20,Số lần cày view 20,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
98,10,3,40,Số lần cày view 40,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
99,10,4,70,Số lần cày view 70,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
100,10,5,100,Số lần cày view 100,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
101,10,6,150,Số lần cày view 150,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,10000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,10000,0]]"
102,10,7,200,Số lần cày view 200,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Cuốn Hút trung cấp x1,Cát xê,Fans","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,41,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
103,10,8,250,Số lần cày view 250,"Huy hiệu Sáng tạo trung cấp x2,Huy hiệu Cuốn Hút trung cấp x2,Cát xê,Fans","[[100,41,2,0],[100,48,2,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,2,0],[100,48,2,0],[1,1,200000,0],[1,3,200000,0]]","[[100,41,2,0],[100,48,2,0],[1,1,100000,0],[1,3,100000,0]]","[[100,41,2,0],[100,48,2,0],[1,1,200000,0],[1,3,200000,0]]"
104,10,9,300,Số lần cày view 300,"Huy hiệu Sáng tạo trung cấp x3,Huy hiệu Cuốn Hút trung cấp x3,Cát xê,Fans","[[100,41,3,0],[100,48,3,0],[1,1,150000,0],[1,3,150000,0]]","[[100,41,3,0],[100,48,3,0],[1,1,250000,0],[1,3,250000,0]]","[[100,41,3,0],[100,48,3,0],[1,1,150000,0],[1,3,150000,0]]","[[100,41,3,0],[100,48,3,0],[1,1,250000,0],[1,3,250000,0]]"
105,10,10,350,Số lần cày view 350,"Huy hiệu Sáng tạo trung cấp x4,Huy hiệu Cuốn Hút trung cấp x4,Cát xê,Fans","[[100,41,4,0],[100,48,4,0],[1,1,200000,0],[1,3,200000,0]]","[[100,41,4,0],[100,48,4,0],[1,1,300000,0],[1,3,300000,0]]","[[100,41,4,0],[100,48,4,0],[1,1,200000,0],[1,3,200000,0]]","[[100,41,4,0],[100,48,4,0],[1,1,300000,0],[1,3,300000,0]]"
106,10,11,400,Số lần cày view 400,"Huy hiệu Sáng tạo trung cấp x5,Huy hiệu Cuốn Hút trung cấp x5,Cát xê,Fans","[[100,41,5,0],[100,48,5,0],[1,1,250000,0],[1,3,250000,0]]","[[100,41,5,0],[100,48,5,0],[1,1,350000,0],[1,3,350000,0]]","[[100,41,5,0],[100,48,5,0],[1,1,250000,0],[1,3,250000,0]]","[[100,41,5,0],[100,48,5,0],[1,1,350000,0],[1,3,350000,0]]"
107,10,12,500,Số lần cày view 500,"Huy hiệu Sáng tạo trung cấp x6,Huy hiệu Cuốn Hút trung cấp x6,Cát xê,Fans","[[100,41,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,41,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]","[[100,41,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,41,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]"
108,10,13,600,Số lần cày view 600,"Huy hiệu Sáng tạo trung cấp x7,Huy hiệu Cuốn Hút trung cấp x7,Cát xê,Fans","[[100,41,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,41,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]","[[100,41,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,41,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]"
109,10,14,700,Số lần cày view 700,"Huy hiệu Sáng tạo trung cấp x8,Huy hiệu Cuốn Hút trung cấp x8,Cát xê,Fans","[[100,41,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,41,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]","[[100,41,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,41,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]"
110,10,15,800,Số lần cày view 800,"Huy hiệu Sáng tạo trung cấp x9,Huy hiệu Cuốn Hút trung cấp x9,Cát xê,Fans","[[100,41,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,41,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,41,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,41,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]"
111,10,16,1000,Số lần cày view 1000,"Huy hiệu Sáng tạo trung cấp x12,Huy hiệu Cuốn Hút trung cấp x12,Cát xê,Fans","[[100,41,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,41,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]","[[100,41,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,41,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]"
112,11,1,10,Số lần fan meeting 10,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
113,11,2,20,Số lần fan meeting 20,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
114,11,3,40,Số lần fan meeting 40,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
115,11,4,70,Số lần fan meeting 70,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
116,11,5,100,Số lần fan meeting 100,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
117,11,6,150,Số lần fan meeting 150,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
118,11,7,200,Số lần fan meeting 200,"Huy hiệu Sáng tạo trung cấp x1,Huy hiệu Biểu Diễn trung cấp x1,Cát xê,Fans","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,50000,0],[1,3,50000,0]]","[[100,44,1,0],[100,48,1,0],[1,1,100000,0],[1,3,100000,0]]"
119,11,8,250,Số lần fan meeting 250,"Huy hiệu Sáng tạo trung cấp x2,Huy hiệu Biểu Diễn trung cấp x2,Cát xê,Fans","[[100,44,2,0],[100,48,2,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,2,0],[100,48,2,0],[1,1,200000,0],[1,3,200000,0]]","[[100,44,2,0],[100,48,2,0],[1,1,100000,0],[1,3,100000,0]]","[[100,44,2,0],[100,48,2,0],[1,1,200000,0],[1,3,200000,0]]"
120,11,9,300,Số lần fan meeting 300,"Huy hiệu Sáng tạo trung cấp x3,Huy hiệu Biểu Diễn trung cấp x3,Cát xê,Fans","[[100,44,3,0],[100,48,3,0],[1,1,150000,0],[1,3,150000,0]]","[[100,44,3,0],[100,48,3,0],[1,1,250000,0],[1,3,250000,0]]","[[100,44,3,0],[100,48,3,0],[1,1,150000,0],[1,3,150000,0]]","[[100,44,3,0],[100,48,3,0],[1,1,250000,0],[1,3,250000,0]]"
121,11,10,350,Số lần fan meeting 350,"Huy hiệu Sáng tạo trung cấp x4,Huy hiệu Biểu Diễn trung cấp x4,Cát xê,Fans","[[100,44,4,0],[100,48,4,0],[1,1,200000,0],[1,3,200000,0]]","[[100,44,4,0],[100,48,4,0],[1,1,300000,0],[1,3,300000,0]]","[[100,44,4,0],[100,48,4,0],[1,1,200000,0],[1,3,200000,0]]","[[100,44,4,0],[100,48,4,0],[1,1,300000,0],[1,3,300000,0]]"
122,11,11,400,Số lần fan meeting 400,"Huy hiệu Sáng tạo trung cấp x5,Huy hiệu Biểu Diễn trung cấp x5,Cát xê,Fans","[[100,44,5,0],[100,48,5,0],[1,1,250000,0],[1,3,250000,0]]","[[100,44,5,0],[100,48,5,0],[1,1,350000,0],[1,3,350000,0]]","[[100,44,5,0],[100,48,5,0],[1,1,250000,0],[1,3,250000,0]]","[[100,44,5,0],[100,48,5,0],[1,1,350000,0],[1,3,350000,0]]"
123,11,12,500,Số lần fan meeting 500,"Huy hiệu Sáng tạo trung cấp x6,Huy hiệu Biểu Diễn trung cấp x6,Cát xê,Fans","[[100,44,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,300000,0],[1,3,300000,0]]","[[100,44,6,0],[100,48,6,0],[1,1,400000,0],[1,3,400000,0]]"
124,11,13,600,Số lần fan meeting 600,"Huy hiệu Sáng tạo trung cấp x7,Huy hiệu Biểu Diễn trung cấp x7,Cát xê,Fans","[[100,44,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,400000,0],[1,3,400000,0]]","[[100,44,7,0],[100,48,7,0],[1,1,500000,0],[1,3,500000,0]]"
125,11,14,700,Số lần fan meeting 700,"Huy hiệu Sáng tạo trung cấp x8,Huy hiệu Biểu Diễn trung cấp x8,Cát xê,Fans","[[100,44,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,500000,0],[1,3,500000,0]]","[[100,44,8,0],[100,48,8,0],[1,1,600000,0],[1,3,600000,0]]"
126,11,15,800,Số lần fan meeting 800,"Huy hiệu Sáng tạo trung cấp x9,Huy hiệu Biểu Diễn trung cấp x9,Cát xê,Fans","[[100,44,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,600000,0],[1,3,600000,0]]","[[100,44,9,0],[100,48,9,0],[1,1,1000000,0],[1,3,1000000,0]]"
127,11,16,1000,Số lần fan meeting 1000,"Huy hiệu Sáng tạo trung cấp x12,Huy hiệu Biểu Diễn trung cấp x12,Cát xê,Fans","[[100,44,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,1000000,0],[1,3,1000000,0]]","[[100,44,12,0],[100,48,12,0],[1,1,2000000,0],[1,3,2000000,0]]"
128,12,1,2,Số lần tiêu diệt boss game show 2,Huy hiệu Tài Năng cao cấp x1,"[[100,37,1,0]]","[[100,37,2,0]]","[[100,37,1,0]]","[[100,37,2,0]]"
129,12,2,4,Số lần tiêu diệt boss game show 4,Huy hiệu Tài Năng cao cấp x1,"[[100,37,1,0]]","[[100,37,2,0]]","[[100,37,1,0]]","[[100,37,2,0]]"
130,12,3,6,Số lần tiêu diệt boss game show 6,Huy hiệu Tài Năng cao cấp x1,"[[100,37,1,0]]","[[100,37,2,0]]","[[100,37,1,0]]","[[100,37,2,0]]"
131,12,4,8,Số lần tiêu diệt boss game show 8,Huy hiệu Tài Năng cao cấp x1,"[[100,37,1,0]]","[[100,37,2,0]]","[[100,37,1,0]]","[[100,37,2,0]]"
132,12,5,10,Số lần tiêu diệt boss game show 10,Huy hiệu Tài Năng cao cấp x1,"[[100,37,1,0]]","[[100,37,2,0]]","[[100,37,1,0]]","[[100,37,2,0]]"
133,12,6,15,Số lần tiêu diệt boss game show 15,Huy hiệu Tài Năng cao cấp x2,"[[100,37,2,0]]","[[100,37,3,0]]","[[100,37,2,0]]","[[100,37,3,0]]"
134,12,7,20,Số lần tiêu diệt boss game show 20,Huy hiệu Tài Năng cao cấp x3,"[[100,37,3,0]]","[[100,37,4,0]]","[[100,37,3,0]]","[[100,37,4,0]]"
135,12,8,25,Số lần tiêu diệt boss game show 25,Huy hiệu Tài Năng cao cấp x4,"[[100,37,4,0]]","[[100,37,5,0]]","[[100,37,4,0]]","[[100,37,5,0]]"
136,12,9,30,Số lần tiêu diệt boss game show 30,Huy hiệu Tài Năng cao cấp x5,"[[100,37,5,0]]","[[100,37,6,0]]","[[100,37,5,0]]","[[100,37,6,0]]"
137,12,10,35,Số lần tiêu diệt boss game show 35,"Huy hiệu Tài Năng cao cấp x5, Gói EXP thư tịch x2","[[100,37,5,0],[100,57,2,0]]","[[100,37,5,0],[100,57,3,0]]","[[100,37,5,0],[100,57,2,0]]","[[100,37,5,0],[100,57,3,0]]"
138,12,11,40,Số lần tiêu diệt boss game show 40,"Huy hiệu Tài Năng cao cấp x6, Gói EXP thư tịch x3","[[100,37,6,0],[100,57,3,0]]","[[100,37,6,0],[100,57,4,0]]","[[100,37,6,0],[100,57,3,0]]","[[100,37,6,0],[100,57,4,0]]"
139,12,12,50,Số lần tiêu diệt boss game show 50,"Huy hiệu Tài Năng cao cấp x6, Gói cuộn x1","[[100,37,6,0],[100,66,1,0]]","[[100,37,6,0],[100,66,2,0]]","[[100,37,6,0],[100,66,1,0]]","[[100,37,6,0],[100,66,2,0]]"
140,12,13,60,Số lần tiêu diệt boss game show 60,"Huy hiệu Tài Năng cao cấp x6, Gói cuộn x1","[[100,37,6,0],[100,66,1,0]]","[[100,37,6,0],[100,66,2,0]]","[[100,37,6,0],[100,66,1,0]]","[[100,37,6,0],[100,66,2,0]]"
141,12,14,80,Số lần tiêu diệt boss game show 80,"Huy hiệu Tài Năng cao cấp x6, Gói cuộn x2","[[100,37,6,0],[100,66,2,0]]","[[100,37,6,0],[100,66,3,0]]","[[100,37,6,0],[100,66,2,0]]","[[100,37,6,0],[100,66,3,0]]"
142,12,15,100,Số lần tiêu diệt boss game show 100,"Huy hiệu Tài Năng cao cấp x10, Gói cuộn x23","[[100,37,10,0],[100,66,3,0]]","[[100,37,10,0],[100,66,4,0]]","[[100,37,10,0],[100,66,3,0]]","[[100,37,10,0],[100,66,4,0]]"
143,13,1,5000,Tổng tài năng tăng 5000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
144,13,2,10000,Tổng tài năng tăng 10000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
145,13,3,20000,Tổng tài năng tăng 20000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
146,13,4,50000,Tổng tài năng tăng 50000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
147,13,5,100000,Tổng tài năng tăng 100000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
148,13,6,200000,Tổng tài năng tăng 200000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
149,13,7,500000,Tổng tài năng tăng 500000,"Lì xì xuân x1, Gói exp tố chất x1","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]","[[100,102,1,0],[100,57,1,0]]","[[100,102,1,0],[100,57,2,0]]"
150,13,8,1000000,Tổng tài năng tăng 1000000,"Lì xì xuân x1, Gói cuộn x1","[[100,102,2,0],[100,66,1,0]]","[[100,102,2,0],[100,66,2,0]]","[[100,102,2,0],[100,66,1,0]]","[[100,102,2,0],[100,66,2,0]]"
151,13,9,2000000,Tổng tài năng tăng 2000000,"Lì xì xuân x1, Gói cuộn x1","[[100,102,3,0],[100,66,1,0]]","[[100,102,3,0],[100,66,2,0]]","[[100,102,3,0],[100,66,1,0]]","[[100,102,3,0],[100,66,2,0]]"
152,13,10,3000000,Tổng tài năng tăng 3000000,"Lì xì xuân x1, Gói cuộn x1","[[100,102,4,0],[100,66,2,0]]","[[100,102,4,0],[100,66,3,0]]","[[100,102,4,0],[100,66,2,0]]","[[100,102,4,0],[100,66,3,0]]"
153,13,11,5000000,Tổng tài năng tăng 5000000,"Lì xì xuân x1, Gói cuộn x1","[[100,102,5,0],[100,66,2,0]]","[[100,102,5,0],[100,66,3,0]]","[[100,102,5,0],[100,66,2,0]]","[[100,102,5,0],[100,66,3,0]]"
154,13,12,10000000,Tổng tài năng tăng 10000000,"Gói cuộn x1, Mic-Idol Mới, Clapper-Idol Mới, Thẻ idol Mới","[[100,66,3,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,3,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]"
155,13,13,15000000,Tổng tài năng tăng 15000000,"Gói cuộn x1, Mic-Idol Mới, Clapper-Idol Mới, Thẻ idol Mới","[[100,66,3,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,3,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]"
156,13,14,20000000,Tổng tài năng tăng 20000000,"Gói cuộn x1, Mic-Idol Mới, Clapper-Idol Mới, Thẻ idol Mới","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,5,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,4,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]","[[100,66,5,0],[100,70,1,0],[100,71,1,0],[100,72,1,0]]"
157,13,15,30000000,Tổng tài năng tăng 30000000,"Gói cuộn x1, Mic-Idol Mới, Clapper-Idol Mới, Thẻ idol Mới","[[100,66,4,0],[100,70,2,0],[100,71,2,0],[100,72,2,0]]","[[100,66,5,0],[100,70,2,0],[100,71,2,0],[100,72,2,0]]","[[100,66,4,0],[100,70,2,0],[100,71,2,0],[100,72,2,0]]","[[100,66,5,0],[100,70,2,0],[100,71,2,0],[100,72,2,0]]"
158,14,1,100,Điểm VIP tăng 100,"Gói cuộn x1,Cỏ may mắn x3,Mic-Idol Mới x1,Clapper-Idol Mới x1,Thẻ idol Mới x1","[[100,66,1,0],[100,64,3,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,2,0],[100,64,3,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,1,0],[100,64,3,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,2,0],[100,64,3,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]"
159,14,2,500,Điểm VIP tăng 500,"Gói cuộn x1,Cỏ may mắn x5,Mic-Idol Mới x1,Clapper-Idol Mới x1,Thẻ idol Mới x1","[[100,66,1,0],[100,64,5,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,2,0],[100,64,5,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,1,0],[100,64,5,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]","[[100,66,2,0],[100,64,5,0],[100,72,1,0],[100,73,1,0],[100,74,1,0]]"
